push, 5900, 1
push, 14100, 2
push, 12600, 3
push, 5700, 4
push, 11600, 5
pop, 3500, 4
push, 4700, 5
push, 3600, 6
push, 4000, 7
pop, 3900, 6
push, 14700, 7
peek, 4100, 7
push, 18400, 8
pop, 3700, 7
peek, 3500, 7
peek, 5100, 7
push, 12300, 8
push, 12900, 9
push, 4000, 10
push, 4300, 11
push, 22900, 12
pop, 5700, 11
peek, 5200, 11
push, 11600, 12
peek, 3500, 12
push, 14000, 13
push, 4000, 14
push, 4600, 15
push, 4100, 16
peek, 3500, 16
push, 4200, 17
peek, 3600, 17
push, 4200, 18
push, 3900, 19
pop, 4100, 18
push, 11100, 19
push, 12100, 20
peek, 3500, 20
push, 4100, 21
pop, 3400, 20
push, 10600, 21
push, 3700, 22
push, 18800, 23
push, 19500, 24
push, 46900, 25
push, 6000, 26
pop, 3300, 25
push, 11200, 26
peek, 2800, 26
peek, 2400, 26
push, 3200, 27
push, 11800, 28
peek, 2800, 28
peek, 2600, 28
pop, 3800, 27
pop, 277500, 26
pop, 2700, 25
push, 9400, 26
push, 3000, 27
push, 16300, 28
peek, 2200, 28
push, 3800, 29
push, 2700, 30
push, 2600, 31
push, 3100, 32
pop, 2800, 31
push, 9600, 32
peek, 2500, 32
push, 16900, 33
push, 2900, 34
push, 10000, 35
pop, 2300, 34
peek, 2800, 34
peek, 2800, 34
push, 3700, 35
push, 18600, 36
push, 3100, 37
push, 2800, 38
push, 2900, 39
pop, 2900, 38
peek, 3800, 38
push, 4700, 39
push, 21800, 40
pop, 2900, 39
push, 12700, 40
push, 3300, 41
push, 3200, 42
push, 20300, 43
push, 22300, 44
peek, 2700, 44
push, 2900, 45
pop, 3400, 44
pop, 2500, 43
push, 4300, 44
push, 3800, 45
push, 3000, 46
push, 2800, 47
pop, 2600, 46
push, 10400, 47
pop, 2500, 46
pop, 2600, 45
pop, 2500, 44
push, 10900, 45
peek, 2400, 45
pop, 3900, 44
push, 4900, 45
push, 6500, 46
pop, 2200, 45
pop, 2600, 44
peek, 2500, 44
peek, 2700, 44
push, 11000, 45
push, 10700, 46
push, 10600, 47
pop, 2200, 46
pop, 2700, 45
push, 3900, 46
push, 13100, 47
push, 21100, 48
pop, 2700, 47
peek, 2600, 47
push, 3700, 48
pop, 2200, 47
push, 10000, 48
pop, 3300, 47
push, 13400, 48
push, 21000, 49
peek, 4100, 49
pop, 2300, 48
push, 4400, 49
pop, 2100, 48
pop, 2300, 47
pop, 2600, 46
pop, 2500, 45
pop, 435100, 44
push, 10600, 45
pop, 2400, 44
push, 3400, 45
push, 2900, 46
pop, 3600, 45
peek, 2500, 45
push, 8900, 46
pop, 3600, 45
pop, 3800, 44
push, 10200, 45
push, 3800, 46
push, 20900, 47
pop, 2400, 46
push, 9900, 47
pop, 2500, 46
pop, 6000, 45
pop, 5100, 44
pop, 4400, 43
push, 5100, 44
push, 11700, 45
pop, 2500, 44
peek, 3200, 44
push, 10400, 45
peek, 2400, 45
peek, 2400, 45
pop, 2400, 44
push, 5000, 45
push, 10700, 46
pop, 2300, 45
pop, 2500, 44
peek, 2500, 44
pop, 2300, 43
push, 9500, 44
push, 9500, 45
push, 3700, 46
push, 11100, 47
peek, 2400, 47
pop, 2300, 46
push, 3500, 47
push, 10700, 48
push, 16300, 49
push, 10300, 50
pop, 2300, 49
pop, 2300, 48
peek, 2600, 48
pop, 2200, 47
pop, 2200, 46
push, 9800, 47
push, 11000, 48
pop, 2400, 47
peek, 2800, 47
push, 3800, 48
pop, 2600, 47
push, 11000, 48
push, 3500, 49
peek, 2600, 49
push, 14400, 50
pop, 2500, 49
push, 3900, 50
peek, 2500, 50
push, 10600, 51
pop, 2500, 50
push, 10700, 51
pop, 2700, 50
pop, 4000, 49
push, 5100, 50
push, 15200, 51
push, 21500, 52
pop, 2500, 51
peek, 2900, 51
push, 18900, 52
push, 11000, 53
push, 21400, 54
push, 8700, 55
peek, 5200, 55
pop, 4500, 54
push, 16300, 55
push, 19500, 56
push, 19400, 57
pop, 2900, 56
push, 15100, 57
pop, 5000, 56
push, 5800, 57
pop, 3800, 56
pop, 4900, 55
pop, 8000, 54
peek, 5400, 54
peek, 3700, 54
peek, 3700, 54
push, 11400, 55
peek, 3300, 55
pop, 3300, 54
push, 6600, 55
pop, 5200, 54
peek, 4400, 54
push, 14600, 55
push, 11900, 56
push, 6200, 57
pop, 3900, 56
pop, 3600, 55
push, 15800, 56
pop, 2900, 55
pop, 3100, 54
pop, 3300, 53
peek, 4300, 53
push, 6200, 54
peek, 3300, 54
pop, 3300, 53
pop, 7000, 52
push, 5200, 53
pop, 3600, 52
peek, 7200, 52
push, 8600, 53
peek, 4400, 53
pop, 5300, 52
push, 5900, 53
push, 12000, 54
push, 12600, 55
push, 4300, 56
peek, 3500, 56
peek, 3100, 56
peek, 4700, 56
push, 14000, 57
pop, 4900, 56
push, 16000, 57
push, 19800, 58
push, 3800, 59
pop, 2900, 58
pop, 4900, 57
push, 6000, 58
peek, 4100, 58
peek, 3300, 58
push, 15100, 59
push, 18700, 60
push, 4500, 61
peek, 3200, 61
peek, 2900, 61
push, 25100, 62
pop, 3200, 61
pop, 4500, 60
pop, 3100, 59
peek, 3000, 59
push, 14600, 60
peek, 4300, 60
pop, 3800, 59
push, 13800, 60
peek, 3200, 60
push, 14500, 61
pop, 3300, 60
push, 13000, 61
push, 4800, 62
push, 23000, 63
peek, 3100, 63
push, 5800, 64
pop, 3600, 63
peek, 3200, 63
pop, 3100, 62
pop, 2500, 61
push, 3700, 62
peek, 2400, 62
peek, 2500, 62
push, 11100, 63
pop, 3100, 62
push, 4100, 63
peek, 2600, 63
push, 10500, 64
pop, 2600, 63
peek, 2400, 63
push, 3900, 64
pop, 3300, 63
push, 3600, 64
push, 17000, 65
pop, 2300, 64
peek, 2500, 64
push, 11400, 65
push, 11400, 66
pop, 2700, 65
peek, 3900, 65
pop, 63300, 64
pop, 6300, 63
peek, 5300, 63
pop, 4300, 62
peek, 3200, 62
push, 4400, 63
push, 12300, 64
push, 13100, 65
push, 3600, 66
push, 21500, 67
push, 19800, 68
pop, 2500, 67
push, 11600, 68
push, 20000, 69
pop, 2700, 68
push, 9200, 69
peek, 2400, 69
push, 21100, 70
push, 21500, 71
push, 2700, 72
push, 2600, 73
pop, 2500, 72
push, 9200, 73
pop, 2300, 72
push, 9400, 73
pop, 4000, 72
peek, 2500, 72
peek, 2400, 72
pop, 2400, 71
peek, 2200, 71
push, 3700, 72
push, 3800, 73
push, 17600, 74
pop, 2400, 73
peek, 2500, 73
pop, 2600, 72
peek, 2600, 72
push, 4300, 73
push, 9400, 74
push, 18300, 75
peek, 2600, 75
push, 22100, 76
pop, 2700, 75
pop, 2600, 74
push, 3800, 75
pop, 3600, 74
push, 9300, 75
push, 3500, 76
push, 9600, 77
pop, 2200, 76
peek, 3400, 76
push, 9300, 77
push, 10100, 78
peek, 2600, 78
pop, 2600, 77
pop, 2500, 76
peek, 2700, 76
push, 3600, 77
push, 11400, 78
pop, 2500, 77
push, 11400, 78
peek, 2500, 78
push, 3400, 79
push, 9900, 80
peek, 2700, 80
push, 20400, 81
pop, 2600, 80
peek, 2600, 80
push, 9000, 81
push, 10500, 82
pop, 2500, 81
push, 13400, 82
peek, 2600, 82
push, 2800, 83
push, 3500, 84
push, 17400, 85
push, 20500, 86
pop, 5700, 85
pop, 4500, 84
peek, 3000, 84
push, 4500, 85
pop, 2600, 84
push, 3600, 85
push, 13100, 86
pop, 2400, 85
pop, 4500, 84
pop, 3900, 83
pop, 3500, 82
push, 5100, 83
push, 4700, 84
push, 13800, 85
push, 14000, 86
pop, 3000, 85
peek, 3100, 85
push, 10500, 86
peek, 3000, 86
push, 17900, 87
pop, 3600, 86
peek, 3100, 86
push, 11800, 87
push, 10100, 88
push, 21800, 89
pop, 2400, 88
pop, 2900, 87
pop, 2800, 86
push, 13100, 87
peek, 2400, 87
push, 10700, 88
pop, 2300, 87
push, 9700, 88
push, 4000, 89
pop, 2500, 88
push, 4800, 89
push, 19000, 90
push, 5000, 91
pop, 3700, 90
peek, 2600, 90
push, 4500, 91
peek, 2500, 91
push, 13800, 92
peek, 2800, 92
push, 10600, 93
peek, 2500, 93
push, 3100, 94
push, 3000, 95
push, 20400, 96
pop, 2600, 95
push, 9500, 96
push, 22000, 97
peek, 2500, 97
pop, 2500, 96
push, 4000, 97
pop, 3900, 96
push, 13400, 97
push, 4200, 98
push, 10900, 99
pop, 2600, 98
push, 9800, 99
push, 19100, 100
pop, 2500, 99
pop, 2900, 98
pop, 2700, 97
pop, 2400, 96
push, 11400, 97
push, 3600, 98
push, 12600, 99
push, 9500, 100
peek, 2600, 100
peek, 2400, 100
push, 3300, 101
peek, 2400, 101
pop, 2500, 100
peek, 2500, 100
pop, 2600, 99
push, 4100, 100
push, 11100, 101
peek, 2600, 101
pop, 2500, 100
pop, 4000, 99
push, 11400, 100
pop, 2600, 99
push, 9600, 100
push, 3600, 101
push, 10300, 102
push, 2900, 103
push, 10500, 104
pop, 2500, 103
push, 9200, 104
push, 10000, 105
pop, 2400, 104
pop, 2200, 103
pop, 2500, 102
push, 3800, 103
push, 3700, 104
peek, 2600, 104
push, 10200, 105
push, 22100, 106
push, 19700, 107
push, 17000, 108
push, 2700, 109
push, 19000, 110
push, 24400, 111
push, 16100, 112
peek, 4800, 112
pop, 6100, 111
push, 12600, 112
pop, 5300, 111
push, 7600, 112
pop, 6300, 111
push, 13100, 112
pop, 4000, 111
push, 5100, 112
pop, 4900, 111
pop, 3500, 110
pop, 4300, 109
peek, 3700, 109
pop, 3900, 108
push, 10700, 109
push, 14000, 110
push, 16600, 111
push, 18400, 112
pop, 3300, 111
pop, 2800, 110
push, 12500, 111
peek, 2600, 111
pop, 2700, 110
peek, 2900, 110
pop, 3500, 109
peek, 2700, 109
pop, 3200, 108
pop, 2500, 107
push, 4500, 108
pop, 2500, 107
peek, 2800, 107
push, 3900, 108
push, 11000, 109
pop, 2400, 108
push, 4000, 109
push, 10600, 110
pop, 2600, 109
push, 4100, 110
push, 12600, 111
push, 10000, 112
pop, 2500, 111
