push, 7600, 1
peek, 4400, 1
peek, 3200, 1
pop, 3400, 0
push, 3300, 1
pop, 3900, 0
push, 3000, 1
pop, 2700, 0
push, 2500, 1
push, 11700, 2
push, 2800, 3
pop, 4100, 2
pop, 19200, 1
peek, 3400, 1
push, 4800, 2
pop, 2600, 1
push, 4400, 2
pop, 2600, 1
peek, 4100, 1
pop, 2800, 0
push, 3100, 1
pop, 3400, 0
push, 4100, 1
pop, 3200, 0
push, 3100, 1
pop, 2500, 0
push, 2800, 1
peek, 2900, 1
peek, 3300, 1
push, 4500, 2
pop, 2700, 1
peek, 3500, 1
pop, 2600, 0
push, 3000, 1
pop, 2700, 0
push, 2800, 1
peek, 2700, 1
peek, 3200, 1
push, 10400, 2
push, 10500, 3
push, 12700, 4
pop, 2900, 3
pop, 2300, 2
pop, 2400, 1
push, 5300, 2
peek, 3100, 2
push, 4300, 3
peek, 2400, 3
push, 7700, 4
peek, 3200, 4
pop, 3700, 3
push, 11200, 4
pop, 2400, 3
pop, 2600, 2
peek, 2400, 2
pop, 2300, 1
push, 3900, 2
pop, 2300, 1
pop, 2400, 0
push, 3900, 1
push, 9200, 2
pop, 2300, 1
peek, 2300, 1
pop, 2300, 0
push, 2200, 1
peek, 4400, 1
pop, 2200, 0
push, 2300, 1
peek, 4000, 1
push, 3800, 2
peek, 2400, 2
push, 9400, 3
push, 11200, 4
pop, 2200, 3
peek, 2500, 3
push, 10100, 4
pop, 2300, 3
push, 11900, 4
pop, 2200, 3
peek, 2600, 3
push, 4100, 4
pop, 2400, 3
pop, 2400, 2
peek, 2400, 2
push, 10400, 3
pop, 2200, 2
push, 3500, 3
peek, 4900, 3
peek, 2700, 3
pop, 2600, 2
peek, 2500, 2
peek, 2400, 2
pop, 2600, 1
pop, 2300, 0
push, 2600, 1
peek, 2500, 1
pop, 2400, 0
push, 2500, 1
peek, 3100, 1
push, 3600, 2
pop, 2300, 1
push, 3600, 2
peek, 2500, 2
push, 11700, 3
pop, 2300, 2
push, 10600, 3
push, 3700, 4
pop, 2300, 3
peek, 2200, 3
push, 3600, 4
pop, 2300, 3
peek, 2500, 3
pop, 2600, 2
peek, 2700, 2
peek, 2900, 2
peek, 2900, 2
peek, 2200, 2
pop, 2400, 1
peek, 2400, 1
pop, 2200, 0
push, 2400, 1
pop, 2300, 0
push, 2100, 1
pop, 2200, 0
push, 2200, 1
pop, 2500, 0
push, 3200, 1
pop, 2600, 0
push, 2600, 1
push, 13000, 2
push, 3600, 3
peek, 2300, 3
pop, 2300, 2
pop, 2200, 1
push, 10600, 2
pop, 2200, 1
peek, 3000, 1
push, 9000, 2
pop, 2200, 1
push, 3400, 2
peek, 2300, 2
peek, 2300, 2
push, 3500, 3
pop, 2300, 2
pop, 2200, 1
pop, 2200, 0
push, 2200, 1
pop, 2100, 0
push, 2800, 1
peek, 2400, 1
pop, 2200, 0
push, 2300, 1
push, 9100, 2
peek, 2300, 2
pop, 2200, 1
peek, 2300, 1
push, 3400, 2
peek, 2300, 2
push, 10100, 3
peek, 2300, 3
push, 9100, 4
push, 24100, 5
pop, 2200, 4
push, 9300, 5
push, 16600, 6
pop, 2300, 5
push, 9700, 6
push, 2700, 7
push, 17000, 8
push, 5900, 9
push, 2600, 10
pop, 2500, 9
pop, 2100, 8
peek, 2300, 8
pop, 2200, 7
push, 3500, 8
pop, 2200, 7
push, 9700, 8
pop, 2200, 7
peek, 2900, 7
peek, 2300, 7
push, 3700, 8
push, 3600, 9
push, 11900, 10
push, 9400, 11
pop, 2200, 10
peek, 2300, 10
peek, 2300, 10
pop, 2100, 9
push, 3600, 10
peek, 2200, 10
push, 11400, 11
peek, 2200, 11
pop, 2300, 10
pop, 2300, 9
peek, 2300, 9
push, 9000, 10
peek, 2200, 10
push, 3600, 11
push, 15800, 12
pop, 2200, 11
push, 3500, 12
push, 15600, 13
peek, 2300, 13
peek, 2500, 13
push, 18100, 14
push, 17100, 15
pop, 2200, 14
pop, 2100, 13
push, 8900, 14
pop, 2200, 13
peek, 3600, 13
peek, 13300, 13
peek, 3100, 13
peek, 3100, 13
push, 15900, 14
push, 9900, 15
push, 3000, 16
peek, 5700, 16
push, 28300, 17
pop, 14000, 16
push, 9700, 17
push, 48500, 18
push, 27700, 19
push, 7200, 20
pop, 5900, 19
push, 27900, 20
pop, 6100, 19
push, 11300, 20
push, 27700, 21
pop, 6400, 20
pop, 9500, 19
push, 28900, 20
peek, 7400, 20
pop, 8100, 19
pop, 6700, 18
pop, 478400, 17
push, 7600, 18
pop, 6100, 17
pop, 6000, 16
pop, 7100, 15
peek, 7800, 15
pop, 254500, 14
pop, 7400, 13
pop, 6400, 12
push, 26300, 13
push, 10700, 14
push, 43500, 15
pop, 5900, 14
pop, 6100, 13
pop, 6000, 12
peek, 6600, 12
push, 9900, 13
push, 27700, 14
push, 9700, 15
peek, 10500, 15
pop, 7000, 14
peek, 8600, 14
pop, 6600, 13
pop, 6500, 12
push, 11600, 13
pop, 6100, 12
pop, 209200, 11
push, 7400, 12
pop, 6000, 11
peek, 6400, 11
push, 9900, 12
push, 27100, 13
pop, 3400, 12
pop, 3300, 11
pop, 3700, 10
push, 6200, 11
peek, 3800, 11
peek, 3700, 11
peek, 3600, 11
pop, 4400, 10
peek, 3700, 10
pop, 91800, 9
pop, 3500, 8
pop, 3500, 7
pop, 3500, 6
push, 6500, 7
pop, 3500, 6
push, 5600, 7
pop, 3400, 6
pop, 29100, 5
push, 15200, 6
peek, 3700, 6
pop, 3500, 5
push, 5500, 6
peek, 3800, 6
pop, 3500, 5
pop, 3800, 4
push, 5500, 5
pop, 3300, 4
pop, 3500, 3
peek, 3800, 3
push, 5500, 4
peek, 4400, 4
