push, 5700, 1
peek, 5700, 1
pop, 3500, 0
push, 2900, 1
pop, 2600, 0
push, 2700, 1
peek, 2600, 1
pop, 2900, 0
push, 3900, 1
peek, 2500, 1
push, 10700, 2
pop, 2400, 1
peek, 2300, 1
push, 3600, 2
push, 1600800, 3
push, 18100, 4
push, 3400, 5
peek, 2700, 5
push, 4700, 6
peek, 2600, 6
push, 14200, 7
push, 3000, 8
push, 3200, 9
pop, 3700, 8
push, 9900, 9
pop, 2700, 8
pop, 72800, 7
peek, 2300, 7
push, 9800, 8
push, 17000, 9
push, 17800, 10
pop, 2400, 9
peek, 2300, 9
push, 3700, 10
pop, 3300, 9
pop, 2100, 8
push, 9900, 9
pop, 2300, 8
push, 8800, 9
pop, 2200, 8
push, 3700, 9
pop, 2200, 8
pop, 2200, 7
pop, 25700, 6
peek, 2300, 6
peek, 2300, 6
pop, 3100, 5
pop, 5300, 4
peek, 3000, 4
push, 4500, 5
peek, 2600, 5
push, 11100, 6
peek, 2600, 6
peek, 2500, 6
pop, 3700, 5
peek, 2600, 5
pop, 4100, 4
peek, 2700, 4
peek, 2900, 4
push, 5200, 5
pop, 2600, 4
pop, 2200, 3
pop, 9600, 2
peek, 2700, 2
pop, 2600, 1
push, 3700, 2
push, 4400, 3
peek, 2800, 3
pop, 2500, 2
push, 3800, 3
push, 11800, 4
pop, 2400, 3
peek, 2400, 3
peek, 2500, 3
pop, 2900, 2
push, 5200, 3
push, 4500, 4
peek, 3200, 4
peek, 3000, 4
push, 13800, 5
pop, 3000, 4
peek, 2900, 4
peek, 4100, 4
pop, 3400, 3
pop, 2600, 2
push, 4900, 3
pop, 2800, 2
peek, 2600, 2
peek, 2700, 2
pop, 7100, 1
push, 4000, 2
peek, 2800, 2
pop, 2500, 1
peek, 2600, 1
peek, 2400, 1
pop, 2500, 0
push, 2700, 1
push, 4000, 2
push, 10200, 3
pop, 3300, 2
peek, 2900, 2
peek, 2600, 2
push, 11400, 3
peek, 2700, 3
peek, 2700, 3
push, 3800, 4
pop, 2700, 3
pop, 2400, 2
peek, 2600, 2
pop, 2900, 1
pop, 2500, 0
push, 2700, 1
push, 3600, 2
pop, 2700, 1
peek, 2900, 1
push, 3600, 2
push, 3800, 3
push, 4500, 4
peek, 2500, 4
peek, 2500, 4
peek, 2400, 4
peek, 3800, 4
push, 76400, 5
push, 17400, 6
push, 16900, 7
peek, 2600, 7
peek, 2600, 7
push, 3100, 8
peek, 3300, 8
peek, 2600, 8
push, 10700, 9
push, 4200, 10
pop, 2600, 9
peek, 2400, 9
pop, 2500, 8
push, 10400, 9
peek, 2400, 9
pop, 2500, 8
pop, 2300, 7
pop, 76200, 6
push, 9700, 7
push, 18200, 8
push, 17400, 9
push, 18000, 10
peek, 2400, 10
pop, 2500, 9
push, 11200, 10
peek, 2700, 10
peek, 2500, 10
peek, 2300, 10
push, 16400, 11
push, 7000, 12
push, 3800, 13
pop, 3500, 12
push, 11100, 13
peek, 3300, 13
peek, 3300, 13
peek, 2900, 13
pop, 3700, 12
peek, 3400, 12
peek, 3100, 12
peek, 4900, 12
peek, 7500, 12
pop, 5700, 11
push, 15200, 12
peek, 6000, 12
push, 6300, 13
peek, 3400, 13
pop, 6200, 12
pop, 6800, 11
pop, 6700, 10
pop, 66400, 9
pop, 4100, 8
pop, 3400, 7
pop, 3500, 6
peek, 3500, 6
push, 5900, 7
pop, 3800, 6
push, 5600, 7
pop, 6100, 6
pop, 35000, 5
peek, 5900, 5
peek, 5600, 5
push, 168900, 6
pop, 7300, 5
push, 5200, 6
push, 24100, 7
pop, 6700, 6
push, 7100, 7
peek, 4800, 7
pop, 5300, 6
peek, 5300, 6
pop, 5700, 5
pop, 5800, 4
push, 6600, 5
peek, 3100, 5
push, 12600, 6
pop, 3200, 5
peek, 2900, 5
pop, 3400, 4
peek, 3000, 4
pop, 13300, 3
peek, 2600, 3
pop, 2900, 2
pop, 3400, 1
push, 4000, 2
peek, 2800, 2
pop, 2800, 1
peek, 2600, 1
push, 3900, 2
push, 12100, 3
peek, 2600, 3
push, 4000, 4
pop, 4200, 3
peek, 3700, 3
push, 13300, 4
push, 12200, 5
pop, 2800, 4
push, 4000, 5
peek, 3000, 5
peek, 2600, 5
pop, 2600, 4
pop, 3000, 3
pop, 2800, 2
push, 4000, 3
pop, 2600, 2
peek, 2900, 2
peek, 2300, 2
push, 9700, 3
peek, 2600, 3
peek, 2500, 3
pop, 2700, 2
peek, 2500, 2
push, 4100, 3
peek, 2500, 3
peek, 3200, 3
push, 12500, 4
peek, 2700, 4
push, 3900, 5
pop, 2600, 4
peek, 2300, 4
peek, 2400, 4
pop, 2400, 3
pop, 3600, 2
push, 3900, 3
pop, 3700, 2
pop, 6300, 1
push, 3700, 2
pop, 3700, 1
push, 3600, 2
peek, 2700, 2
pop, 2500, 1
push, 4400, 2
push, 4000, 3
peek, 2600, 3
push, 11500, 4
pop, 2700, 3
peek, 2400, 3
push, 4100, 4
pop, 2600, 3
pop, 2400, 2
push, 3900, 3
push, 3600, 4
peek, 2700, 4
pop, 2500, 3
push, 11700, 4
push, 20500, 5
peek, 2600, 5
pop, 2600, 4
pop, 2600, 3
pop, 2700, 2
pop, 6100, 1
peek, 2600, 1
pop, 2500, 0
push, 2500, 1
push, 4100, 2
push, 11200, 3
pop, 3700, 2
push, 10800, 3
peek, 2500, 3
peek, 2400, 3
peek, 4100, 3
push, 9400, 4
peek, 2400, 4
pop, 2600, 3
peek, 2300, 3
push, 4000, 4
push, 16800, 5
push, 16900, 6
pop, 2700, 5
push, 3800, 6
peek, 2500, 6
pop, 2500, 5
push, 9400, 6
push, 16300, 7
pop, 2500, 6
pop, 2400, 5
push, 9200, 6
peek, 2400, 6
push, 4700, 7
peek, 2500, 7
push, 9800, 8
peek, 2400, 8
push, 17800, 9
push, 3100, 10
pop, 4100, 9
push, 4800, 10
pop, 2800, 9
pop, 3700, 8
push, 9400, 9
pop, 2700, 8
pop, 2700, 7
pop, 55100, 6
push, 15500, 7
peek, 2700, 7
push, 2800, 8
pop, 2500, 7
push, 3700, 8
push, 18800, 9
peek, 2400, 9
pop, 2600, 8
push, 13500, 9
push, 10600, 10
pop, 2600, 9
peek, 2700, 9
peek, 2400, 9
push, 4200, 10
peek, 2400, 10
peek, 2400, 10
push, 17800, 11
push, 2700, 12
push, 2600, 13
pop, 2500, 12
peek, 2300, 12
pop, 2400, 11
pop, 2200, 10
peek, 2300, 10
push, 10200, 11
pop, 2300, 10
pop, 59500, 9
pop, 2300, 8
pop, 2200, 7
peek, 2100, 7
push, 3500, 8
peek, 2200, 8
pop, 2500, 7
push, 4400, 8
push, 11700, 9
pop, 2200, 8
push, 3400, 9
push, 18600, 10
push, 17400, 11
peek, 2300, 11
pop, 2200, 10
pop, 2300, 9
peek, 2300, 9
peek, 2400, 9
peek, 2400, 9
push, 10300, 10
peek, 2400, 10
pop, 2500, 9
pop, 2300, 8
push, 3800, 9
push, 10100, 10
pop, 2100, 9
peek, 2500, 9
peek, 2400, 9
push, 3600, 10
peek, 2400, 10
push, 3600, 11
push, 2700, 12
push, 16600, 13
pop, 3000, 12
pop, 2300, 11
peek, 2300, 11
pop, 2300, 10
peek, 2300, 10
pop, 58500, 9
push, 9200, 10
push, 18000, 11
push, 2900, 12
pop, 2400, 11
push, 11800, 12
pop, 2300, 11
pop, 2200, 10
push, 9100, 11
peek, 2400, 11
pop, 2200, 10
peek, 2200, 10
peek, 3000, 10
push, 3500, 11
peek, 2200, 11
push, 11000, 12
push, 18400, 13
peek, 2300, 13
pop, 2400, 12
pop, 2200, 11
peek, 2400, 11
peek, 2200, 11
push, 11300, 12
peek, 2400, 12
push, 10200, 13
peek, 2200, 13
pop, 2200, 12
peek, 2300, 12
pop, 2200, 11
push, 11000, 12
push, 10100, 13
pop, 2200, 12
push, 9100, 13
pop, 2200, 12
peek, 2300, 12
pop, 2100, 11
push, 3700, 12
push, 11300, 13
push, 10000, 14
push, 16200, 15
peek, 2300, 15
push, 3100, 16
peek, 2200, 16
push, 16100, 17
pop, 2300, 16
push, 10600, 17
push, 2800, 18
peek, 3300, 18
push, 4000, 19
pop, 2500, 18
pop, 2200, 17
peek, 2300, 17
push, 9100, 18
push, 3900, 19
pop, 2300, 18
peek, 2300, 18
peek, 2400, 18
push, 3600, 19
peek, 2300, 19
peek, 2300, 19
pop, 2300, 18
push, 3600, 19
peek, 2400, 19
pop, 2200, 18
peek, 2200, 18
peek, 2200, 18
push, 10000, 19
push, 2900, 20
pop, 2200, 19
pop, 2300, 18
pop, 2200, 17
push, 10100, 18
peek, 2500, 18
peek, 2300, 18
push, 10400, 19
push, 3800, 20
peek, 2600, 20
push, 6200, 21
push, 12200, 22
peek, 2400, 22
peek, 3100, 22
push, 10000, 23
push, 17400, 24
push, 19000, 25
pop, 2300, 24
pop, 3000, 23
peek, 2200, 23
push, 9500, 24
push, 3900, 25
push, 18300, 26
peek, 2400, 26
push, 2800, 27
push, 2700, 28
pop, 2300, 27
pop, 2300, 26
pop, 2300, 25
push, 9800, 26
push, 10200, 27
pop, 2300, 26
pop, 2200, 25
pop, 236200, 24
push, 2900, 25
pop, 2300, 24
push, 12500, 25
pop, 2300, 24
push, 9200, 25
peek, 3900, 25
peek, 5700, 25
push, 24700, 26
push, 23000, 27
pop, 6300, 26
peek, 6000, 26
push, 9700, 27
peek, 3900, 27
push, 5400, 28
push, 11800, 29
pop, 5400, 28
pop, 3800, 27
pop, 4600, 26
peek, 4500, 26
pop, 197800, 25
peek, 4200, 25
peek, 3600, 25
pop, 3800, 24
pop, 4400, 23
push, 10800, 24
peek, 3200, 24
peek, 3300, 24
peek, 3200, 24
peek, 3400, 24
push, 12000, 25
peek, 3500, 25
pop, 3300, 24
pop, 3000, 23
pop, 3100, 22
peek, 3400, 22
push, 5200, 23
pop, 3500, 22
peek, 3200, 22
push, 5100, 23
pop, 3600, 22
peek, 3200, 22
push, 13700, 23
pop, 3300, 22
push, 4600, 23
peek, 4300, 23
pop, 3400, 22
push, 11900, 23
push, 4800, 24
push, 10500, 25
push, 12200, 26
push, 21000, 27
pop, 6800, 26
pop, 5100, 25
pop, 5600, 24
pop, 4200, 23
push, 7400, 24
push, 12600, 25
peek, 4200, 25
pop, 6600, 24
push, 6400, 25
peek, 4300, 25
push, 14100, 26
peek, 3500, 26
peek, 3600, 26
peek, 3800, 26
pop, 4300, 25
pop, 4100, 24
peek, 3900, 24
pop, 4800, 23
push, 4800, 24
pop, 3900, 23
peek, 3500, 23
push, 5000, 24
push, 12300, 25
peek, 4400, 25
peek, 4000, 25
push, 11900, 26
push, 16500, 27
pop, 4900, 26
pop, 3500, 25
push, 5400, 26
peek, 3500, 26
pop, 3900, 25
push, 13700, 26
peek, 3600, 26
pop, 3800, 25
push, 5400, 26
pop, 3800, 25
